contract,category,gold_present,predicted_present,strict_prediction,json_valid,schema_valid,grounded_evidence,evidence_f1,latency_seconds
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,Cap On Liability,True,True,True,True,True,True,0.11267605633802817,2.7308
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Renewal Term,False,False,False,True,True,,,0.4548
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4507
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Exclusivity,False,False,False,True,True,,,0.4638
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Termination For Convenience,True,True,True,True,True,True,1.0,1.8713
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Change Of Control,True,True,True,True,True,True,1.0,5.7336
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Audit Rights,False,False,False,True,True,,,0.4483
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Uncapped Liability,False,False,False,True,True,,,0.4485
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,Cap On Liability,True,True,True,True,True,True,1.0,3.4275
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,Renewal Term,False,False,False,True,True,,,0.4277
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4318
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,Exclusivity,False,False,False,True,True,,,0.4538
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,Termination For Convenience,False,False,False,True,True,,,0.4309
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,Change Of Control,False,False,False,True,True,,,0.4581
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,Audit Rights,False,False,False,True,True,,,0.4271
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,Uncapped Liability,False,False,False,True,True,,,0.4606
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,Cap On Liability,False,False,False,True,True,,,0.4418
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4553
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4529
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Exclusivity,True,False,False,True,True,,0.0,0.4531
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.4487
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4515
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4522
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4726
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4593
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Renewal Term,False,False,False,True,True,,,0.4499
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4459
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4526
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Termination For Convenience,False,False,False,True,True,,,0.4576
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Change Of Control,False,False,False,True,True,,,0.4573
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Audit Rights,False,False,False,True,True,,,0.4634
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.4562
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Cap On Liability,False,False,False,True,True,,,0.4554
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",Renewal Term,False,False,False,True,True,,,0.4501
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.45
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4783
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",Termination For Convenience,False,False,False,True,True,,,0.4445
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",Change Of Control,False,False,False,True,True,,,0.4609
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",Audit Rights,True,True,True,True,True,True,1.0,1.8992
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.4649
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",Cap On Liability,False,False,False,True,True,,,0.4635
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4588
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4655
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Exclusivity,True,True,True,True,True,False,0.5914396887159533,3.7137
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.4622
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Change Of Control,True,True,True,True,True,True,1.0,4.4994
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4688
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4637
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,Cap On Liability,True,True,True,True,True,True,1.0,1.6748
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4397
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4473
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4629
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,Termination For Convenience,False,True,True,True,True,True,,1.7836
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4577
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4514
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4492
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4575
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Renewal Term,True,True,True,True,True,True,1.0,2.7565
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Notice Period To Terminate Renewal,True,True,True,True,True,True,1.0,3.1545
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4508
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Termination For Convenience,True,True,True,True,True,True,0.8345323741007193,3.6606
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Change Of Control,False,False,False,True,True,,,0.447
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Audit Rights,True,True,True,True,True,True,1.0,2.3058
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Uncapped Liability,False,True,True,True,True,True,,1.4516
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Cap On Liability,True,True,True,True,True,True,1.0,4.0473
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4536
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4461
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4731
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.447
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4544
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,Audit Rights,True,True,True,True,True,True,1.0,1.7014
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4452
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4385
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4442
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4443
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4473
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,Termination For Convenience,True,False,False,True,True,,0.0,0.4482
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,Change Of Control,False,True,True,True,True,True,,7.4041
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4482
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4467
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,Cap On Liability,True,True,True,True,True,True,1.0,1.6859
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",Renewal Term,False,False,False,True,True,,,0.3894
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.398
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",Exclusivity,False,False,False,True,True,,,0.3916
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",Termination For Convenience,False,False,False,True,True,,,0.3922
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",Change Of Control,False,False,False,True,True,,,0.396
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",Audit Rights,False,False,False,True,True,,,0.3879
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",Uncapped Liability,False,False,False,True,True,,,0.3994
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",Cap On Liability,False,False,False,True,True,,,0.4111
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4458
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4386
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,Exclusivity,True,True,True,True,True,True,0.31168831168831174,1.4892
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,Termination For Convenience,True,True,True,True,True,True,1.0,1.6751
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,Change Of Control,True,True,True,True,True,True,1.0,1.9597
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4423
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,Uncapped Liability,True,True,True,True,True,True,1.0,3.4748
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,Cap On Liability,True,True,True,True,True,True,1.0,3.4384
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4343
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4315
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4317
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.4289
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4348
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4285
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4302
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.432
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Renewal Term,True,True,True,True,True,True,1.0,2.2288
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Notice Period To Terminate Renewal,True,True,True,True,True,True,1.0,2.2581
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Exclusivity,True,False,False,True,True,,0.0,0.4643
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.439
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4389
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4395
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4378
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4376
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Renewal Term,False,False,False,True,True,,,0.4732
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4729
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Exclusivity,True,True,True,True,True,True,1.0,5.4335
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Termination For Convenience,True,True,True,True,True,True,1.0,1.4462
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Change Of Control,False,False,False,True,True,,,0.4757
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Audit Rights,True,True,True,True,True,True,1.0,1.899
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Uncapped Liability,True,True,True,True,True,True,1.0,3.0323
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Cap On Liability,True,True,True,True,True,True,0.9647058823529412,2.129
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Renewal Term,False,False,False,True,True,,,0.4546
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4645
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Exclusivity,False,False,False,True,True,,,0.457
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Termination For Convenience,False,False,False,True,True,,,0.458
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Change Of Control,False,False,False,True,True,,,0.4589
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Audit Rights,False,False,False,True,True,,,0.4551
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Uncapped Liability,False,False,False,True,True,,,0.4566
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Cap On Liability,False,False,False,True,True,,,0.4542
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,Renewal Term,False,False,False,True,True,,,0.4484
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4523
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,Exclusivity,False,False,False,True,True,,,0.4641
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,Termination For Convenience,True,False,False,True,True,,0.0,0.4481
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,Change Of Control,False,False,False,True,True,,,0.4588
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,Audit Rights,True,True,True,True,True,True,1.0,1.4748
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,Uncapped Liability,False,False,False,True,True,,,0.4435
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,Cap On Liability,True,True,True,True,True,True,0.05128205128205129,0.8287
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4436
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4446
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4547
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Termination For Convenience,True,True,True,True,True,True,0.9600000000000001,0.9158
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4441
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Audit Rights,True,True,True,True,True,True,0.2522522522522523,2.4066
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4425
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Cap On Liability,True,True,True,True,True,True,0.7123287671232876,3.5469
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4451
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4424
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4428
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,Termination For Convenience,True,True,True,True,True,True,0.7741935483870969,0.9704
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4443
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,Audit Rights,False,False,False,True,True,,,0.442
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4429
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4418
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,Renewal Term,False,False,False,True,True,,,0.4445
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4418
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,Exclusivity,True,True,True,True,True,True,1.0,2.0935
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,Termination For Convenience,False,False,False,True,True,,,0.4432
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,Change Of Control,False,False,False,True,True,,,0.4417
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,Audit Rights,True,True,True,True,True,True,1.0,2.0538
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,Uncapped Liability,False,False,False,True,True,,,0.4463
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,Cap On Liability,True,True,True,True,True,True,1.0,1.6307
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Renewal Term,False,False,False,True,True,,,0.4223
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4216
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4232
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Termination For Convenience,False,False,False,True,True,,,0.4196
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Change Of Control,False,False,False,True,True,,,0.4296
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Audit Rights,False,False,False,True,True,,,0.4268
